PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,TravelPurpose,LuggageCount,HasLifeboatAccess,Name
247,0,3,male,53.3,3,0,TICK29673,9.31,,Q,British,Factory Worker,Leisure,2,0,Dr. James Clark
248,0,3,male,31.7,0,1,TICK358506,13.37,,S,French,Servant,Business,0,1,Master. John Lewis
249,1,1,male,60.9,0,0,TICK762042,173.02,,S,Irish,Doctor,Leisure,0,1,Master. Thomas Walker
250,0,3,female,56.3,0,1,TICK870520,6.3,,Q,Other,Factory Worker,Migration,6,1,Mrs. Margaret Taylor
251,0,3,male,39.7,0,2,TICK652721,5.02,B47,S,French,Servant,Leisure,1,0,Mr. William Wilson
252,1,3,female,50.5,0,0,TICK456161,11.74,A52,C,British,Factory Worker,Leisure,0,1,Miss. Sarah Harris
253,0,1,male,45.9,0,0,TICK908796,423.33,,S,French,Merchant,Migration,0,1,Rev. John Smith
254,0,2,male,3.6,2,0,TICK449317,32.89,E9,S,British,Nurse,Migration,0,0,Mr. James Walker
255,1,2,male,26.0,0,0,TICK821628,49.97,,S,British,Engineer,Leisure,0,1,Mr. John Walker
256,1,3,male,40.8,3,0,TICK765649,9.3,E95,S,British,Laborer,Leisure,1,0,Rev. George Davis
257,0,3,male,54.4,0,0,TICK974672,9.21,,S,French,Servant,Business,0,0,Master. George Harris
258,0,2,male,,1,0,TICK772137,16.39,A58,S,British,Nurse,Migration,4,0,Master. William Wilson
259,0,1,female,4.4,0,0,TICK789949,107.11,E67,S,American,Lawyer,Migration,6,1,Miss. Elizabeth Clark
260,1,3,male,,5,0,TICK60893,9.28,,Q,British,Farmer,Migration,4,0,Master. James Davis
261,1,3,male,-1.0,0,0,TICK847616,16.89,,Q,British,Servant,Business,1,1,Master. William Smith
262,1,3,male,28.7,0,0,TICK115515,18.59,B89,S,British,Factory Worker,Business,8,0,Rev. William Walker
263,0,3,female,35.5,0,0,TICK581170,19.63,B30,S,American,Servant,Leisure,0,1,Mrs. Mary Walker
264,0,3,female,15.9,2,0,TICK407963,8.48,,C,British,Laborer,Migration,5,1,Lady. Mary Wilson
265,1,3,male,29.1,0,1,TICK999740,18.22,A78,Q,British,Farmer,Leisure,0,0,Mr. William Davis
266,1,3,male,44.3,1,1,TICK757334,9.92,,C,Other,Factory Worker,Migration,1,0,Rev. John Taylor
267,0,3,male,22.0,0,0,TICK978768,6.69,,S,British,Servant,Migration,1,0,Mr. William Harris
268,1,3,male,18.1,0,0,TICK711902,18.05,,C,Irish,Laborer,Business,3,0,Master. James Clark
269,1,3,female,28.4,1,0,TICK302380,14.54,,S,Irish,Factory Worker,Migration,6,0,Mrs. Alice Wilson
270,0,1,male,14.5,0,0,TICK901217,107.42,E39,S,American,Doctor,Migration,0,1,Dr. Thomas Clark
271,1,3,female,59.5,1,0,TICK984539,11.45,,S,American,Laborer,Migration,1,1,Mrs. Mary Smith
272,0,3,male,30.5,0,0,TICK561737,9.31,B32,S,British,Factory Worker,Leisure,2,0,Dr. Thomas Brown
273,1,2,female,19.5,0,0,TICK487017,39.47,,S,American,Teacher,Leisure,2,1,Mrs. Margaret Taylor
274,1,3,female,,0,2,TICK445423,11.8,,Q,American,Servant,Migration,2,1,Lady. Margaret Lewis
275,0,3,male,28.3,2,1,TICK601417,19.84,,C,Irish,Factory Worker,Business,3,0,Rev. William Wilson
276,0,3,male,26.7,1,0,TICK755157,5.82,,S,British,Servant,Migration,0,1,Master. Thomas Walker
277,0,2,male,22.0,2,1,TICK596908,24.2,,S,American,Nurse,Business,0,0,Master. Thomas Davis
278,0,3,male,21.4,0,0,TICK807367,12.23,,S,American,Servant,Business,4,0,Rev. George Clark
279,0,3,male,7.3,0,0,TICK545119,12.55,,C,American,Factory Worker,Leisure,0,0,Rev. James Johnson
280,0,3,female,50.5,0,0,TICK273735,9.74,,S,French,Servant,Migration,0,1,Mrs. Mary Walker
281,1,2,male,38.6,5,1,TICK171444,39.17,,S,Irish,Engineer,Leisure,5,0,Master. George Brown
282,0,3,male,34.7,0,0,TICK400812,18.12,,C,British,Factory Worker,Migration,1,1,Master. George Wilson
283,1,3,male,28.1,0,0,TICK491033,19.08,E28,S,British,Servant,Business,0,0,Master. James Clark
284,0,3,female,15.7,1,0,TICK782853,17.08,E63,C,American,Farmer,Migration,1,1,Mrs. Elizabeth Smith
285,0,1,male,18.7,0,1,TICK970577,429.77,,S,Other,Lawyer,Migration,0,1,Master. Thomas Walker
286,1,3,male,8.7,2,1,TICK250799,13.26,,S,Irish,Farmer,Business,2,0,Mr. John Walker
287,1,3,male,20.3,0,0,TICK139278,17.39,,Q,American,Servant,Migration,1,0,Mr. James Clark
288,0,3,male,13.8,0,1,TICK952805,9.55,D100,S,American,Farmer,Leisure,4,0,Rev. John Clark
289,0,3,male,55.3,0,3,TICK16920,10.98,,S,American,Factory Worker,Leisure,2,0,Dr. William Wilson
290,0,3,male,43.2,2,2,TICK295335,9.75,,S,French,Farmer,Leisure,3,0,Rev. George Lewis
291,0,3,male,31.2,0,0,TICK839429,12.01,,S,British,Farmer,Leisure,0,0,Master. James Davis
292,1,3,male,17.1,0,0,TICK716756,9.28,,S,British,Servant,Migration,5,0,Dr. James Smith
293,1,3,male,14.4,1,0,TICK998161,19.42,,S,British,Servant,Migration,4,0,Master. John Taylor
294,0,3,female,27.1,1,0,TICK288721,9.69,C64,S,Irish,Factory Worker,Migration,4,1,Miss. Alice Walker
295,1,2,male,43.9,0,1,TICK90691,13.92,,S,American,Teacher,Migration,0,0,Master. George Smith
296,0,3,male,,2,0,TICK263073,12.9,,S,Irish,Laborer,Business,5,0,Rev. James Davis
297,0,3,female,9.0,0,0,TICK809807,5.86,,S,French,Farmer,Leisure,0,1,Lady. Sarah Taylor
298,0,3,male,38.4,0,0,TICK570171,6.66,,S,British,Factory Worker,Migration,4,0,Master. William Wilson
299,0,3,male,20.2,0,0,TICK311194,8.29,E32,S,Irish,Farmer,Leisure,4,0,Rev. John Walker
300,1,3,male,22.7,0,0,TICK354928,11.97,,Q,American,Laborer,Migration,1,0,Dr. William Davis
301,1,3,female,30.7,1,2,TICK599823,11.5,E65,S,Irish,Servant,Leisure,6,0,Lady. Elizabeth Walker
302,0,2,female,,0,0,TICK414769,41.99,,C,Other,Teacher,Business,2,1,Lady. Elizabeth Davis
303,1,3,female,,1,3,TICK41481,16.09,,C,Irish,Farmer,Migration,2,1,Lady. Sarah Harris
304,0,3,female,16.4,0,0,TICK646448,11.39,B63,Q,French,Laborer,Leisure,7,1,Lady. Margaret Taylor
305,0,3,male,21.3,0,0,TICK288592,10.01,,S,British,Laborer,Migration,0,0,Rev. William Taylor
306,0,1,male,41.3,1,0,TICK380264,178.74,E61,C,British,Merchant,Leisure,0,1,Mr. William Taylor
307,0,3,male,31.5,2,0,TICK282802,16.61,,S,French,Factory Worker,Business,2,1,Mr. William Harris
308,1,3,male,41.3,0,2,TICK692252,5.78,B9,S,Irish,Farmer,Migration,0,0,Dr. William Davis
309,1,3,female,20.1,0,0,TICK263682,5.19,,S,British,Laborer,Leisure,1,0,Lady. Mary Taylor
310,1,3,male,38.6,4,0,TICK821433,16.93,,S,Other,Servant,Migration,1,0,Master. George Taylor
311,1,3,male,5.6,1,2,TICK685752,12.16,D44,C,British,Factory Worker,Business,1,0,Dr. William Johnson
312,0,3,male,30.7,0,0,TICK850618,6.96,E24,S,British,Laborer,Leisure,0,0,Master. George Wilson
313,0,3,female,39.6,3,1,TICK810043,8.53,B100,S,American,Farmer,Migration,6,1,Miss. Sarah Smith
314,0,3,male,5.1,0,0,TICK638533,18.99,A98,C,British,Servant,Migration,1,0,Dr. George Taylor
315,1,3,male,20.2,1,0,TICK13938,17.89,B28,S,British,Laborer,Migration,2,1,Master. William Smith
316,1,3,male,30.7,1,0,TICK131344,15.65,,S,Irish,Laborer,Business,5,0,Master. John Davis
317,0,3,female,45.1,0,0,TICK322802,12.23,,C,British,Factory Worker,Migration,2,1,Miss. Alice Johnson
318,1,3,female,21.3,0,0,TICK597053,12.8,,S,British,Servant,Leisure,2,1,Mrs. Elizabeth Brown
319,0,1,male,37.9,1,4,TICK693874,488.36,,S,Other,Lawyer,Migration,6,1,Master. John Davis
320,1,3,male,51.6,0,0,TICK337581,19.49,,C,British,Servant,Migration,1,0,Mr. John Harris
321,1,3,male,38.7,0,0,TICK877609,8.23,,C,British,Farmer,Migration,9,0,Dr. James Davis
322,1,3,male,,0,0,TICK278366,17.17,,S,British,Farmer,Migration,0,0,Rev. Thomas Smith
323,1,3,male,,0,0,TICK889765,7.96,,S,British,Servant,Business,0,0,Dr. James Smith
324,1,1,female,20.9,1,1,TICK188469,130.36,,S,British,Lawyer,Migration,1,1,Mrs. Margaret Brown
325,0,3,male,31.3,0,0,TICK466367,15.14,,S,British,Farmer,Migration,0,0,Dr. James Clark
326,1,3,female,27.7,0,0,TICK486201,11.08,,S,British,Factory Worker,Business,0,1,Mrs. Sarah Johnson
327,0,3,female,35.1,0,0,TICK19105,18.97,E61,S,British,Servant,Migration,1,1,Lady. Margaret Brown
328,1,3,male,23.8,2,1,TICK462278,6.34,E54,C,British,Factory Worker,Leisure,0,0,Dr. William Johnson
329,1,3,male,35.9,0,3,TICK10301,12.67,,C,British,Servant,Leisure,1,0,Dr. Thomas Taylor
330,1,3,female,23.7,0,0,TICK490097,18.78,,S,American,Laborer,Business,7,0,Mrs. Sarah Harris
331,1,1,male,43.1,0,0,TICK39801,454.93,,Q,American,Aristocrat,Migration,5,1,Mr. John Walker
332,0,2,male,25.1,2,0,TICK377149,16.26,,S,British,Nurse,Migration,0,0,Master. John Davis
333,1,3,male,-0.6,1,0,TICK504534,10.5,,S,Irish,Factory Worker,Migration,1,0,Dr. James Taylor
334,0,3,female,14.9,0,0,TICK669722,14.29,,S,American,Factory Worker,Business,3,1,Lady. Mary Wilson
335,1,3,female,30.3,1,0,TICK886339,7.39,,S,Other,Factory Worker,Business,2,1,Lady. Mary Harris
336,1,3,male,55.1,0,0,TICK584646,19.52,,S,French,Laborer,Leisure,6,0,Dr. James Harris
337,0,3,male,,0,0,TICK229424,18.72,E51,Q,Irish,Farmer,Migration,0,0,Dr. John Harris
338,1,3,male,-3.2,0,2,TICK429459,7.5,D1,S,British,Farmer,Migration,0,0,Rev. William Clark
339,0,3,male,7.8,0,0,TICK62430,6.82,,S,British,Laborer,Migration,6,1,Master. William Lewis
340,0,3,male,47.2,2,0,TICK608723,6.28,,S,American,Factory Worker,Leisure,3,1,Dr. William Clark
341,1,3,male,39.5,0,0,TICK985439,18.64,,S,Irish,Servant,Leisure,5,0,Mr. John Clark
342,0,3,male,64.1,0,0,TICK84410,7.9,,S,French,Laborer,Migration,1,1,Rev. John Brown
343,0,1,male,23.1,0,0,TICK290874,225.65,B27,S,American,Merchant,Migration,1,1,Dr. William Clark
344,0,1,male,17.3,1,0,TICK941619,240.96,,S,Other,Doctor,Migration,4,1,Dr. John Brown
345,0,3,male,31.1,0,0,TICK640975,13.99,C4,S,French,Laborer,Leisure,0,0,Mr. George Harris
346,1,3,female,22.8,0,1,TICK579235,6.08,,S,Irish,Laborer,Migration,2,1,Mrs. Mary Davis
347,1,1,male,45.6,0,5,TICK330280,136.58,D42,C,American,Merchant,Migration,0,1,Dr. John Brown
348,0,3,male,22.3,0,0,TICK68154,18.97,,S,American,Servant,Business,3,0,Dr. Thomas Walker
349,1,1,male,26.0,2,0,TICK462834,456.95,B28,S,British,Lawyer,Leisure,2,0,Rev. James Lewis
350,0,3,male,15.3,1,0,TICK189538,16.72,,S,British,Farmer,Leisure,0,0,Rev. George Walker
351,1,3,male,41.4,0,0,TICK271539,5.29,,S,British,Servant,Business,5,0,Rev. James Johnson
352,0,2,female,16.2,2,1,TICK804184,23.08,,C,American,Teacher,Migration,0,1,Mrs. Alice Taylor
353,1,3,female,36.2,4,0,TICK825952,14.42,,S,Other,Servant,Migration,0,1,Mrs. Mary Lewis
354,0,3,male,58.2,0,0,TICK290558,9.13,C93,S,Irish,Laborer,Migration,3,0,Mr. John Johnson
355,1,3,male,3.3,0,0,TICK273148,18.64,D93,S,Irish,Factory Worker,Migration,0,0,Mr. George Wilson
356,0,3,male,,2,5,TICK912270,14.51,E61,C,French,Farmer,Leisure,3,1,Mr. William Smith
357,1,3,female,34.2,0,0,TICK519970,6.08,,S,Other,Servant,Leisure,5,0,Lady. Alice Brown
358,0,3,female,13.1,1,0,TICK134402,18.64,D89,Q,French,Laborer,Leisure,1,1,Lady. Sarah Lewis
359,0,3,male,31.6,2,0,TICK239466,19.37,,C,Other,Laborer,Migration,1,0,Mr. Thomas Lewis
360,0,1,male,,3,0,TICK661957,66.52,,S,American,Aristocrat,Migration,0,1,Master. James Smith
361,1,3,male,18.1,0,0,TICK183971,12.99,,Q,French,Laborer,Migration,3,0,Rev. George Johnson
362,0,3,male,37.1,0,0,TICK155037,9.55,,S,American,Farmer,Leisure,0,0,Master. Thomas Lewis
363,0,3,male,,1,0,TICK914560,10.89,,S,Irish,Laborer,Leisure,2,1,Mr. Thomas Clark
364,0,2,male,,0,0,TICK648966,17.19,,S,British,Nurse,Migration,0,0,Rev. James Lewis
365,0,3,male,,3,0,TICK688842,13.67,,C,Other,Laborer,Migration,0,0,Mr. James Lewis
366,0,2,male,28.1,1,0,TICK52988,48.32,D37,C,British,Teacher,Leisure,5,0,Rev. John Walker
367,0,2,male,30.8,0,0,TICK244974,30.12,,S,French,Teacher,Business,2,0,Dr. Thomas Smith
368,1,2,male,46.4,0,0,TICK121005,13.32,,S,American,Teacher,Leisure,1,0,Rev. George Davis
369,0,3,male,27.6,1,2,TICK687398,14.3,,S,Other,Farmer,Migration,6,1,Master. George Clark
370,1,3,female,23.6,3,0,TICK41372,10.1,,S,British,Farmer,Business,1,1,Mrs. Mary Lewis
371,0,2,male,14.8,0,0,TICK194205,44.24,,S,British,Engineer,Migration,0,0,Mr. William Harris
372,1,3,male,,2,0,TICK718688,11.52,,S,Irish,Servant,Business,1,0,Rev. John Brown
373,1,2,male,10.7,3,3,TICK532333,17.71,,S,British,Teacher,Migration,8,0,Mr. George Wilson
374,1,3,male,10.6,3,0,TICK903373,7.87,,S,British,Farmer,Business,1,1,Master. George Taylor
375,0,3,male,26.1,0,0,TICK462697,16.53,,S,British,Laborer,Leisure,3,0,Master. George Davis
376,0,1,female,7.5,2,2,TICK609059,154.83,E70,S,British,Aristocrat,Migration,5,1,Miss. Alice Smith
377,1,3,female,,0,0,TICK333749,16.51,,Q,French,Laborer,Migration,0,1,Lady. Mary Taylor
378,0,2,female,29.2,0,1,TICK44993,18.24,,S,British,Nurse,Leisure,0,1,Lady. Mary Taylor
379,0,3,female,57.7,2,0,TICK581290,9.83,A18,S,French,Servant,Business,2,1,Miss. Alice Walker
380,1,3,male,46.9,0,1,TICK753204,11.98,,C,French,Laborer,Leisure,3,0,Dr. James Johnson
381,1,3,female,26.0,0,0,TICK240025,19.15,,S,French,Laborer,Leisure,0,1,Miss. Sarah Wilson
382,0,2,female,,0,0,TICK64766,47.27,D96,S,British,Teacher,Business,4,1,Lady. Alice Taylor
383,0,3,male,68.6,1,1,TICK998933,8.1,,S,French,Farmer,Leisure,1,0,Rev. James Johnson
384,0,3,female,30.9,0,2,TICK750259,10.37,,S,American,Laborer,Leisure,6,1,Miss. Margaret Harris
385,0,1,male,33.0,0,0,TICK272638,100.22,,Q,British,Doctor,Business,4,0,Mr. George Clark
386,0,1,male,27.8,0,0,TICK270950,269.69,,S,French,Aristocrat,Migration,2,0,Rev. James Harris
387,0,3,male,29.5,0,2,TICK17901,11.91,,S,British,Servant,Migration,3,0,Mr. James Lewis
388,0,2,male,21.8,4,0,TICK712341,46.03,,S,French,Teacher,Leisure,7,1,Rev. John Johnson
389,1,3,male,26.2,0,2,TICK886974,18.95,,S,British,Laborer,Migration,1,0,Rev. James Wilson
390,1,3,male,52.6,0,0,TICK900143,10.75,,S,British,Laborer,Migration,2,1,Rev. James Smith
391,1,2,male,48.7,0,0,TICK891668,29.67,,S,British,Nurse,Leisure,1,0,Dr. William Clark
392,0,3,male,-1.1,0,1,TICK371498,18.44,,S,French,Servant,Migration,1,0,Dr. John Taylor
393,0,3,male,8.9,0,3,TICK567693,17.1,,S,British,Factory Worker,Migration,2,0,Mr. William Harris
394,0,3,male,18.3,3,0,TICK754212,5.05,,S,Irish,Laborer,Migration,5,0,Master. John Smith
395,0,3,male,44.0,0,0,TICK47906,9.8,,S,American,Farmer,Migration,0,0,Master. Thomas Davis
396,0,3,male,49.1,0,1,TICK630752,11.33,C3,Q,Irish,Factory Worker,Business,0,0,Dr. James Clark
397,0,3,male,40.8,1,0,TICK247097,8.45,,C,Irish,Servant,Migration,0,0,Master. George Taylor
398,0,3,female,13.1,4,0,TICK367718,7.99,,C,British,Servant,Leisure,0,0,Lady. Alice Harris
399,1,3,female,22.1,2,0,TICK115466,5.57,,S,British,Farmer,Migration,2,1,Mrs. Elizabeth Smith
400,0,3,male,37.3,3,0,TICK82242,14.65,,S,American,Farmer,Business,2,0,Mr. George Clark
401,0,3,male,26.4,0,0,TICK532562,8.94,E43,S,French,Laborer,Business,1,1,Rev. Thomas Johnson
402,0,3,male,24.4,1,0,TICK466371,5.79,,Q,British,Factory Worker,Migration,1,0,Master. John Clark
403,0,2,male,24.6,2,0,TICK119680,19.24,A73,S,American,Teacher,Leisure,2,0,Dr. Thomas Wilson
404,1,3,male,47.4,0,1,TICK536859,17.03,,S,British,Factory Worker,Migration,0,1,Rev. John Brown
405,1,1,female,38.9,4,0,TICK82212,430.2,A69,C,British,Doctor,Business,1,1,Mrs. Margaret Brown
406,0,1,female,25.4,1,1,TICK249490,257.04,,C,British,Merchant,Leisure,3,1,Lady. Elizabeth Smith
407,0,1,male,34.9,2,3,TICK214953,225.55,A74,S,American,Doctor,Leisure,3,0,Dr. James Wilson
408,0,3,female,11.2,1,1,TICK342614,19.67,,S,British,Laborer,Business,7,1,Miss. Mary Smith
409,1,2,male,22.2,3,0,TICK599071,18.02,,S,American,Teacher,Leisure,0,0,Dr. Thomas Wilson
410,0,3,female,45.7,1,0,TICK390398,8.23,,S,French,Farmer,Migration,5,1,Mrs. Mary Lewis
411,1,3,female,6.7,1,1,TICK870414,9.38,,C,British,Factory Worker,Business,1,1,Lady. Sarah Walker
412,1,3,male,39.1,0,0,TICK863656,7.59,D58,C,British,Factory Worker,Leisure,2,0,Master. George Walker
413,1,1,female,-1.2,0,4,TICK715097,208.3,,C,American,Merchant,Leisure,4,1,Miss. Elizabeth Harris
414,0,3,male,,0,1,TICK437175,18.66,,S,American,Factory Worker,Migration,3,0,Rev. James Brown
415,0,2,male,21.8,4,0,TICK75861,34.61,B83,S,British,Engineer,Migration,2,0,Rev. George Johnson
416,0,3,male,36.0,0,0,TICK674067,11.18,,S,British,Servant,Migration,5,1,Master. William Smith
417,0,3,female,31.7,2,0,TICK448191,19.02,D68,S,British,Factory Worker,Migration,2,1,Miss. Sarah Taylor
418,0,3,female,32.3,0,2,TICK919398,5.73,D3,S,British,Laborer,Migration,8,1,Mrs. Mary Smith
419,1,3,female,34.6,2,2,TICK297835,8.15,,S,Irish,Servant,Leisure,1,1,Mrs. Mary Walker
420,0,3,male,4.3,2,1,TICK151029,13.49,C1,S,Irish,Laborer,Leisure,1,0,Dr. James Taylor
421,0,3,female,,0,0,TICK26894,14.23,,S,French,Factory Worker,Migration,4,1,Mrs. Margaret Walker
422,1,1,male,27.2,3,2,TICK343402,48.59,,S,American,Doctor,Migration,0,1,Master. George Smith
423,0,3,female,21.9,0,2,TICK637450,11.05,,C,American,Servant,Migration,4,1,Lady. Mary Wilson
424,1,3,male,,4,0,TICK827450,14.74,,C,American,Servant,Migration,0,0,Rev. Thomas Walker
425,0,1,female,32.9,0,0,TICK378788,358.09,C29,S,British,Merchant,Migration,2,0,Lady. Margaret Clark
426,0,3,male,15.3,0,0,TICK352258,14.57,E87,S,Irish,Laborer,Migration,1,0,Dr. George Clark
427,1,1,male,45.4,2,0,TICK428963,180.66,,Q,British,Doctor,Migration,0,1,Master. Thomas Lewis
428,0,1,female,37.1,0,1,TICK941983,73.95,,S,British,Doctor,Leisure,2,0,Miss. Margaret Taylor
429,1,3,male,33.8,0,2,TICK684648,11.41,B99,S,Irish,Factory Worker,Leisure,0,0,Mr. Thomas Lewis
430,1,3,female,44.7,2,0,TICK393917,6.93,,S,British,Servant,Leisure,1,1,Miss. Elizabeth Brown
431,0,3,male,2.4,3,0,TICK494549,19.21,,S,American,Servant,Migration,0,0,Dr. George Brown
432,0,3,female,10.8,1,1,TICK989261,12.13,,C,British,Farmer,Leisure,4,1,Miss. Mary Clark
433,0,3,male,37.8,2,0,TICK309347,9.76,B27,C,Irish,Laborer,Business,5,0,Mr. William Brown
434,1,3,male,19.1,1,0,TICK653126,16.49,,C,British,Factory Worker,Business,3,0,Master. William Smith
435,0,3,male,20.8,0,2,TICK33670,12.47,A4,S,Irish,Servant,Leisure,0,0,Master. John Wilson
436,0,3,male,8.9,0,3,TICK169100,9.65,E78,S,American,Laborer,Business,2,0,Dr. George Clark
437,0,1,female,15.4,2,0,TICK387192,411.62,,S,Irish,Aristocrat,Business,0,1,Miss. Elizabeth Johnson
438,1,1,male,45.8,2,0,TICK47777,437.56,,S,British,Aristocrat,Migration,0,1,Dr. James Johnson
439,0,3,male,37.4,3,1,TICK306002,15.1,C9,S,British,Servant,Business,0,1,Mr. John Wilson
440,1,2,male,32.8,0,0,TICK976499,11.88,,S,British,Clerk,Migration,1,1,Master. John Lewis
441,1,2,male,21.4,0,0,TICK158352,32.65,B85,C,Irish,Nurse,Business,4,0,Dr. George Johnson
442,1,3,female,31.8,2,5,TICK957167,16.45,B26,S,Irish,Factory Worker,Migration,2,0,Miss. Mary Clark
443,0,2,female,47.2,1,2,TICK620946,15.46,,C,British,Engineer,Leisure,1,1,Lady. Mary Lewis
444,1,3,male,19.5,2,0,TICK27775,8.43,D35,S,British,Factory Worker,Business,4,0,Master. Thomas Taylor
445,1,3,male,29.5,2,0,TICK112392,18.24,B28,S,Irish,Laborer,Migration,6,0,Master. Thomas Harris
446,0,3,male,56.6,2,0,TICK639622,5.3,C4,S,British,Laborer,Leisure,1,0,Dr. George Wilson
447,1,3,male,40.6,1,2,TICK222752,16.29,,S,Irish,Factory Worker,Migration,4,0,Mr. Thomas Walker
448,0,1,male,21.6,0,1,TICK848285,252.67,,S,Irish,Aristocrat,Migration,9,1,Rev. George Taylor
449,1,1,male,39.3,0,1,TICK329315,239.98,,C,Irish,Aristocrat,Leisure,1,1,Mr. William Davis
450,0,3,male,6.4,1,1,TICK536608,5.11,,C,Irish,Farmer,Migration,2,1,Rev. Thomas Clark
451,1,3,female,28.9,2,1,TICK751537,17.29,,Q,British,Factory Worker,Leisure,0,1,Miss. Margaret Lewis
452,1,3,male,39.3,1,0,TICK819805,10.4,D52,S,American,Laborer,Migration,4,1,Dr. William Wilson
453,0,3,male,35.7,0,1,TICK779088,13.11,,S,French,Farmer,Business,5,1,Mr. William Brown
454,0,1,female,39.2,0,3,TICK533867,348.33,,S,British,Merchant,Migration,3,1,Miss. Elizabeth Lewis
455,0,3,male,42.5,0,1,TICK822524,15.54,,S,British,Farmer,Migration,0,1,Dr. Thomas Lewis
456,1,3,male,36.9,1,2,TICK610732,19.34,B65,C,British,Farmer,Leisure,7,0,Rev. John Taylor
457,1,3,male,36.4,1,0,TICK748467,12.97,,S,French,Servant,Migration,4,0,Master. William Harris
458,0,1,male,33.1,1,0,TICK361765,217.87,,S,British,Merchant,Migration,0,1,Rev. James Johnson
459,1,3,male,,0,0,TICK986598,19.31,,Q,British,Servant,Migration,0,0,Dr. William Smith
460,0,3,male,,0,3,TICK226306,14.63,B16,S,French,Servant,Business,0,1,Mr. Thomas Johnson
461,0,2,male,29.4,1,0,TICK398242,21.93,,S,French,Engineer,Leisure,2,1,Mr. George Brown
462,0,3,female,40.2,0,2,TICK872080,6.9,,S,British,Servant,Leisure,2,1,Lady. Sarah Clark
463,0,3,female,44.1,0,0,TICK611990,17.64,C54,S,British,Laborer,Migration,4,1,Mrs. Mary Wilson
464,0,3,male,22.3,0,0,TICK35183,10.43,B27,S,British,Laborer,Migration,2,0,Master. George Walker
465,0,3,male,23.5,0,0,TICK689976,14.91,A65,S,British,Farmer,Business,3,0,Mr. John Clark
466,0,3,male,25.4,4,1,TICK762538,12.06,,S,Other,Laborer,Migration,1,0,Mr. George Wilson
467,0,3,female,48.8,2,0,TICK158364,7.98,,C,Irish,Servant,Leisure,5,1,Mrs. Sarah Lewis
468,1,3,female,16.6,1,3,TICK400601,14.03,A59,S,American,Factory Worker,Migration,1,0,Lady. Mary Johnson
469,1,2,male,51.7,2,0,TICK800656,12.43,,S,Irish,Clerk,Migration,0,0,Master. George Davis
470,0,3,male,32.9,1,0,TICK681748,11.2,D54,S,French,Farmer,Migration,1,0,Master. George Wilson
471,0,3,female,34.0,1,0,TICK83255,13.2,,S,American,Laborer,Leisure,0,1,Miss. Sarah Lewis
472,0,3,female,43.3,0,0,TICK82066,11.54,,Q,American,Factory Worker,Migration,5,1,Lady. Margaret Taylor
473,0,3,female,,0,2,TICK981961,16.23,,S,Irish,Servant,Leisure,1,0,Mrs. Elizabeth Smith
474,0,3,female,46.0,1,0,TICK236490,17.42,,C,French,Laborer,Business,5,1,Miss. Margaret Johnson
475,0,2,male,22.2,0,0,TICK593867,40.85,,S,British,Nurse,Leisure,7,0,Mr. John Taylor
476,1,1,male,51.1,1,1,TICK528953,48.24,,S,British,Aristocrat,Migration,1,1,Mr. Thomas Johnson
477,0,2,female,23.3,2,0,TICK603343,17.77,D61,Q,British,Teacher,Migration,0,0,Lady. Margaret Johnson
478,1,2,male,51.8,1,0,TICK661943,31.46,,Q,French,Teacher,Business,0,0,Mr. John Davis
479,1,1,male,23.7,0,0,TICK575863,469.37,,C,British,Aristocrat,Migration,5,1,Master. James Brown
480,1,3,female,25.8,0,0,TICK770603,17.52,B32,S,British,Servant,Leisure,3,1,Lady. Alice Johnson
481,0,2,male,14.9,0,1,TICK439388,43.7,,Q,Other,Teacher,Leisure,0,0,Mr. James Wilson
482,0,3,male,18.5,2,0,TICK566148,9.55,,Q,American,Farmer,Migration,0,0,Rev. Thomas Smith
483,0,3,male,29.5,3,0,TICK769654,11.44,E20,S,Other,Laborer,Migration,0,0,Dr. John Clark
484,1,3,female,33.5,2,0,TICK128131,12.06,,Q,American,Servant,Leisure,3,1,Lady. Mary Wilson
485,1,2,male,,0,2,TICK889767,16.29,D98,S,American,Nurse,Migration,0,0,Rev. John Harris
486,1,2,male,26.8,3,0,TICK922152,11.24,A8,Q,British,Engineer,Business,0,0,Dr. George Lewis
487,0,3,male,,3,1,TICK554392,19.2,E27,S,British,Farmer,Leisure,1,0,Master. John Johnson
488,1,3,female,35.7,1,0,TICK837979,8.61,,S,Irish,Farmer,Business,0,1,Mrs. Margaret Johnson
489,0,3,male,32.5,1,0,TICK54929,8.6,,S,Other,Farmer,Business,2,1,Dr. James Clark
490,0,1,female,37.4,3,0,TICK637592,69.19,,S,British,Merchant,Migration,0,1,Miss. Elizabeth Harris
491,0,3,female,20.4,4,0,TICK496273,18.93,,S,American,Factory Worker,Leisure,1,0,Mrs. Margaret Harris
492,0,3,male,22.0,0,0,TICK692218,13.7,E20,S,American,Laborer,Business,1,0,Rev. James Walker
493,0,3,male,20.4,1,0,TICK550923,15.01,,S,British,Farmer,Business,0,0,Mr. James Harris
